COFs_name,LCD(Å),PLD(Å),Density(g/cm3),SA(m2/g),PV(cm3/g),VF(-),ST(-),C%,H%,N%,O%,N-to-O,S%,Halogen%,Metalloid%,TDU,DUC,TE,AWE,N_H2S(mol/kg),D_CH4(10^-8m2/s),P_H2S(10^4Barrer)
05001N2.cif,23.65787,23.42513,0.583969,1718.25,1.24424,0.725208,0,0.5625,0.25,0,0.125,0,0,0,0.0625,85,0.787037037,0.125,0.43,24.17384159,0.280401468,8.574185707
07000N2.cif,31.52022,31.34049,0.44676,1936.58,1.74317,0.763616,0,0.571428571,0.285714286,0,0.095238095,0,0,0,0.047619048,109,0.756944444,0.095238095,0.327619048,17.83873267,0.698521101,12.69718302
07001N2.cif,9.14896,8.56216,0.996063,1103.24,0.532637,0.492922,0,0.571428571,0.214285714,0,0.142857143,0,0,0,0.071428571,40,0.833333333,0.142857143,0.491428571,8.686714453,0.029190277,0.371854737
07002N2.cif,16.54198,16.21639,0.698051,1577.95,0.93062,0.614306,0,0.583333333,0.291666667,0,0.083333333,0,0,0,0.041666667,64,0.761904762,0.083333333,0.286666667,16.35599234,0.215423349,4.512904394
07010N3.cif,9.04156,7.98975,0.420553,5082.56,1.85732,0.860815,1,0.510204082,0.326530612,0,0.081632653,0,0,0,0.081632653,205,0.683333333,0.081632653,0.280816327,37.6994569,0.491979733,20.05521946
07011N3.cif,9.68318,8.50466,0.388736,5292.57,2.05414,0.870751,1,0.489795918,0.326530612,0,0.081632653,0,0,0,0.102040816,193,0.670138889,0.081632653,0.280816327,40.14772298,0.509114639,20.6652088
07012N3.cif,18.79873,16.12301,0.176283,6656.65,5.17815,0.946881,1,0.564705882,0.282352941,0,0.094117647,0,0,0,0.058823529,433,0.751736111,0.094117647,0.323764706,104.9949432,1.029526497,53.89224769
07013N3.cif,27.47264,19.05082,0.170478,6419.8,5.3681,0.95051,1,0.576470588,0.282352941,0,0.094117647,0,0,0,0.047058824,112,0.761904762,0.094117647,0.323764706,51.55544517,2.255289351,56.27511526
08000N3.cif,9.86844,5.40897,0.522061,4229.44,1.387,0.745136,1,0.394833948,0.442804428,0,0.088560886,0,0,0,0.073800738,189,0.441588785,0.088560886,0.304649446,24.64866374,0.329186937,9.427733998
08010N2.cif,8.38514,7.65138,0.880672,506.808,0.613373,0.287492,0,0.421052632,0.421052632,0,0.105263158,0,0,0,0.052631579,49,0.510416667,0.105263158,0.362105263,2.082596151,0.29343288,0.462134446
08011N2.cif,10.52235,9.83865,0.791326,1342.77,0.749476,0.418015,0,0.4375,0.375,0,0.125,0,0,0,0.0625,49,0.583333333,0.125,0.43,8.275773085,0.117855605,0.96365298
08012N2.cif,12.73227,12.23712,0.736984,1910.32,0.864605,0.541789,0,0.461538462,0.307692308,0,0.153846154,0,0,0,0.076923077,49,0.680555556,0.153846154,0.529230769,16.25909021,0.142163168,2.756678551
08013N2.cif,14.70932,14.32867,0.737315,1698.86,0.891478,0.645909,0,0.5,0.2,0,0.2,0,0,0,0.1,49,0.816666667,0.2,0.688,16.42907847,0.192150026,4.490478356
08020N2.cif,8.94082,8.40704,1.01943,964.211,0.49565,0.410469,0,0.571428571,0.285714286,0.142857143,0,0,0,0,0,34,0.708333333,0.142857143,0.434285714,6.847082835,0.0480234,0.410970654
08030N2.cif,28.70553,28.52404,0.524353,1737.8,1.42408,0.735575,0,0.608695652,0.260869565,0,0.086956522,0,0,0,0.043478261,133,0.791666667,0.086956522,0.299130435,14.09060432,0.74025032,12.01637552
09000N3.cif,9.35856,9.26179,0.545319,3250,1.33456,0.709376,1,0.561643836,0.383561644,0.054794521,0,0,0,0,0,105,0.640243902,0.054794521,0.166575342,23.90508671,0.122405282,3.380898663
09010N2.cif,13.70782,13.33522,0.869092,1309.91,0.651922,0.488524,0,0.571428571,0.285714286,0,0.071428571,0,0,0,0.071428571,73,0.760416667,0.071428571,0.245714286,10.47648702,0.160384235,2.130804303
10000N2.cif,10.99477,10.55911,0.904999,1253.72,0.613349,0.460299,0,0.6,0.3,0.1,0,0,0,0,0,52,0.722222222,0.1,0.304,9.523776596,0.189422767,2.244626352
10010N2.cif,16.84184,16.54632,0.790253,1345.67,0.806906,0.611998,0,0.536585366,0.219512195,0.097560976,0.097560976,1,0,0,0.048780488,67,0.761363636,0.195121951,0.632195122,14.47351941,0.242564447,5.071448273
10020N2.cif,16.6896,16.38076,0.659293,1656.97,0.979716,0.609503,0,0.615384615,0.384615385,0,0,0,0,0,0,67,0.697916667,0,0,16.59635955,0.257200499,5.123343849
11000N2.cif,17.20303,16.8085,0.560101,2651.54,1.29552,0.636035,0,0.409090909,0.409090909,0.090909091,0.090909091,1,0,0,0,49,0.453703704,0.181818182,0.589090909,21.90536908,0.276440492,6.443385945
11001N2.cif,6.13588,5.07551,0.666972,2313.77,0.990177,0.587412,0,0.409090909,0.409090909,0.090909091,0.090909091,1,0,0,0,49,0.453703704,0.181818182,0.589090909,16.55667456,0.035932663,0.696189521
11002N2.cif,32.49748,32.26851,0.347833,2598.13,2.35981,0.742915,0,0.46875,0.40625,0.0625,0.0625,1,0,0,0,97,0.538888889,0.125,0.405,12.76622004,0.960522681,9.464428842
11003N2.cif,13.67413,13.35279,0.439138,3654.62,1.76573,0.763722,0,0.46875,0.40625,0.0625,0.0625,1,0,0,0,97,0.538888889,0.125,0.405,33.99680004,0.236638255,8.058864722
11010N2.cif,12.55788,12.18247,0.904977,1261.01,0.685012,0.588265,0,0.536585366,0.146341463,0.146341463,0.097560976,1.5,0.024390244,0,0.048780488,281,0.798295455,0.240963855,0.771084337,12.3510863,0.201346729,3.954347553
11020N2.cif,15.98839,15.60159,0.572273,2199.53,1.23682,0.619224,0,0.545454545,0.363636364,0.090909091,0,0,0,0,0,46,0.638888889,0.090909091,0.276363636,20.27764758,0.179357188,3.849478907
11030N2.cif,20.45694,18.68643,0.361779,4033.4,2.24767,0.822248,0,0.566037736,0.358490566,0.075471698,0,0,0,0,0,79,0.658333333,0.075471698,0.229433962,41.7964396,0.500374691,18.58212399
11031N2.cif,26.99882,26.65939,0.281663,4459.83,3.05976,0.904565,0,0.571428571,0.301587302,0.031746032,0.063492063,0.5,0,0,0.031746032,209,0.725694444,0.095238095,0.314920635,62.41931097,0.447835941,21.27267212
11040N2.cif,41.2682,41.13741,0.336774,2293.27,2.47733,0.834731,0,0.608695652,0.260869565,0,0.086956522,0,0,0,0.043478261,133,0.791666667,0.086956522,0.299130435,18.41757082,1.087573042,16.81862283
12000N2.cif,16.14031,15.82205,0.705665,1611.76,0.9356,0.604037,0,0.5,0.333333333,0.083333333,0.083333333,1,0,0,0,46,0.638888889,0.166666667,0.54,15.71088609,0.259289226,5.186349994
12001N2.cif,13.76832,13.37953,0.779579,1546.71,0.780036,0.532104,0,0.466666667,0.4,0.066666667,0.066666667,1,0,0,0,46,0.547619048,0.133333333,0.432,13.34716422,0.212639377,3.516445578
12010N2.cif,18.71848,18.35805,0.626105,1702.75,1.1018,0.670962,0,0.549019608,0.294117647,0.039215686,0.078431373,0.5,0,0,0.039215686,321,0.716517857,0.117647059,0.389019608,20.91054237,0.241028558,6.324023083
12011N2.cif,18.72706,18.36705,0.668765,1594.81,1.02828,0.672999,0,0.554455446,0.277227723,0.03960396,0.079207921,0.5,0,0,0.03960396,329,0.734375,0.118811881,0.392871287,19.50346537,0.236952755,6.212638043
12012N2.cif,18.712,18.34894,0.667524,1603.48,1.03011,0.673584,0,0.554455446,0.277227723,0.03960396,0.079207921,0.5,0,0,0.03960396,329,0.734375,0.118811881,0.392871287,19.47685291,0.235997229,6.173037098
12020N2.cif,18.52902,18.25823,0.780161,1355.02,0.847107,0.635859,0,0.587155963,0.220183486,0.073394495,0.073394495,1,0,0,0.036697248,101,0.7890625,0.146788991,0.47559633,14.92801358,0.380546701,8.417237721
12022N2.cif,26.75925,26.564,0.545355,1784.05,1.39003,0.738904,0,0.587155963,0.220183486,0.073394495,0.073394495,1,0,0,0.036697248,101,0.7890625,0.146788991,0.47559633,20.77361014,0.438552409,10.96516939
12023N2.cif,27.1624,26.96927,0.610087,1461.73,1.20648,0.716379,0,0.563758389,0.214765101,0.080536913,0.10738255,0.75,0,0,0.026845638,131,0.779761905,0.187919463,0.614228188,14.80029753,0.600986611,11.61139532
12024N2.cif,32.24029,32.07521,0.429733,2069.12,1.84207,0.763719,0,0.589147287,0.248062016,0.062015504,0.062015504,1,0,0,0.031007752,117,0.769736842,0.124031008,0.401860465,12.44832224,1.186547865,14.4791456
12030N2.cif,19.38979,19.13887,0.654918,1632.55,1.08181,0.692989,0,0.545454545,0.181818182,0.060606061,0.121212121,0.5,0.03030303,0,0.060606061,88,0.814814815,0.181818182,0.601212121,20.77849177,0.28256809,7.959118215
12040N2.cif,18.83659,18.67205,0.719774,1484.44,0.903117,0.664182,0,0.526315789,0.315789474,0,0.105263158,0,0,0,0.052631579,85,0.708333333,0.105263158,0.362105263,17.90578994,0.177838005,4.546904898
12050N2.cif,9.50439,8.981,0.903296,1142.41,0.559396,0.448325,0,0.5,0.375,0.0625,0,0,0,0,0.0625,29.5,0.614583333,0.0625,0.19,7.660149273,0.124107107,1.149930202
12060N2.cif,16.97751,16.6418,0.777322,1389.46,0.853392,0.603699,0,0.543209877,0.197530864,0.098765432,0.098765432,1,0,0,0.049382716,273,0.775568182,0.197530864,0.64,14.92838551,0.2216288,4.637404758
12061N2.cif,16.97751,16.6418,0.775717,1392.33,0.855131,0.604658,0,0.543209877,0.197530864,0.098765432,0.098765432,1,0,0,0.049382716,273,0.775568182,0.197530864,0.64,14.92054782,0.201764239,4.2175149
12062N2.cif,16.97751,16.6418,0.771703,1399.58,0.854629,0.605706,0,0.55,0.2,0.1,0.1,1,0,0,0.05,273,0.775568182,0.197530864,0.64,14.9905178,0.238350739,4.988382567
13000N2.cif,7.65128,7.08936,1.59194,439.63,0.256304,0.293302,0,0.571428571,0,0.142857143,0,0,0,0.285714286,0,34,0.708333333,0.428571429,1.571428571,3.184468628,0.053976409,0.239716115
13010N2.cif,30.61493,30.44075,0.58509,1371.86,1.22118,0.67494,0,0.607142857,0.285714286,0,0.071428571,0,0,0,0.035714286,157,0.769607843,0.071428571,0.245714286,11.20778931,0.769637832,10.17439886
13011N2.cif,37.4441,37.29623,0.497001,1494.69,1.51786,0.717084,0,0.628571429,0.285714286,0,0.057142857,0,0,0,0.028571429,205,0.776515152,0.057142857,0.196571429,9.921258228,1.03092088,10.88764457
13012N2.cif,40.15467,40.01714,0.450916,1584.72,1.71965,0.742541,0,0.606060606,0.303030303,0,0.060606061,0,0,0,0.03030303,181,0.754166667,0.060606061,0.208484848,11.05309601,1.084720651,11.99036727
13020N2.cif,28.38023,27.93603,0.2551,4422.43,3.42814,0.911489,0,0.557692308,0.269230769,0,0.115384615,0,0,0,0.057692308,89,0.767241379,0.115384615,0.396923077,69.1316797,0.402306494,19.31570628
13040N3.cif,8.45219,8.28728,0.70169,1797.36,0.894896,0.473173,1,0.569892473,0.387096774,0.043010753,0,0,0,0,0,137,0.646226415,0.043010753,0.130752688,10.1368647,0.190639335,1.916443225
13050N2.cif,22.25156,21.99941,0.614558,1732.89,1.18567,0.69127,0,0.555555556,0.277777778,0.055555556,0.111111111,0.5,0,0,0,88,0.733333333,0.166666667,0.551111111,22.26275045,0.20466977,5.78172799
13051N2.cif,16.14031,15.82205,0.705665,1611.76,0.9356,0.606973,0,0.5,0.333333333,0.083333333,0.083333333,1,0,0,0,46,0.638888889,0.166666667,0.54,15.82035691,0.287811422,5.825145836
13060N2.cif,13.01888,12.50547,0.618866,2035.61,1.1058,0.588915,0,0.594594595,0.351351351,0.054054054,0,0,0,0,0,121,0.6875,0.054054054,0.164324324,18.38468535,0.1642665,3.28752449
13070N2.cif,21.71779,21.48075,0.626797,1652.57,1.13246,0.630622,0,0.473684211,0.263157895,0.105263158,0.157894737,0.666666667,0,0,0,73,0.675925926,0.263157895,0.863157895,19.28468361,0.395725382,9.009838415
13071N2.cif,21.64442,21.57151,0.653124,1535.97,1.0345,0.649595,0,0.5,0.4,0.05,0.05,1,0,0,0,70,0.583333333,0.1,0.324,18.75221352,0.326152949,7.75044638
13072N2.cif,22.20649,22.0541,0.595993,1754.6,1.20505,0.654426,0,0.473684211,0.368421053,0.105263158,0.052631579,2,0,0,0,61,0.564814815,0.157894737,0.501052632,20.67775323,0.317960755,7.659371289
13073N2.cif,21.41233,21.15097,0.708258,1490.85,0.979135,0.639023,0,0.473684211,0.263157895,0.105263158,0.157894737,0.666666667,0,0,0,73,0.675925926,0.263157895,0.863157895,18.04783214,0.403016464,9.832645023
13074N2.cif,20.26056,19.92909,0.545583,2161.39,1.34726,0.624615,0,0.476190476,0.380952381,0.047619048,0.095238095,0.5,0,0,0,70,0.583333333,0.142857143,0.472380952,21.67121737,0.371712014,8.19931735
13075N2.cif,15.59333,15.27988,0.82531,1336.61,0.773576,0.56683,0,0.5,0.25,0.083333333,0.083333333,1,0,0.083333333,0,46,0.638888889,0.25,0.871666667,13.84783688,0.186021139,3.599388501
13076N2.cif,14.90134,14.60213,1.01852,1080.33,0.584415,0.528065,0,0.5,0.166666667,0.083333333,0.083333333,1,0,0.166666667,0,46,0.638888889,0.333333333,1.203333333,11.45926936,0.154887979,2.851321161
13077N2.cif,11.4484,11.09827,0.960862,1251.93,0.608183,0.529578,0,0.461538462,0.269230769,0.115384615,0.153846154,0.75,0,0,0,47.5,0.659722222,0.269230769,0.88,10.33909209,0.211926428,3.330220771
13078N2.cif,12.50908,12.16293,0.939852,1307.15,0.632546,0.536348,0,0.428571429,0.285714286,0.071428571,0.178571429,0.4,0.035714286,0,0,46,0.638888889,0.25,0.831428571,11.05889797,0.285056429,4.746389539
13080N2.cif,20.43722,20.1802,0.650962,1626.56,1.01029,0.588432,0,0.666666667,0.238095238,0.095238095,0,0,0,0,0,133,0.791666667,0.095238095,0.28952381,8.155086574,0.702973132,6.558941735
13090N2.cif,26.31246,26.12562,0.575112,1639.66,1.29912,0.743181,0,0.5625,0.1875,0,0.125,0,0.0625,0,0.0625,91,0.842592593,0.125,0.43,25.34681871,0.337295695,10.9142987
13100N2.cif,21.19983,20.79435,0.324166,3850.95,2.5693,0.85753,0,0.595744681,0.361702128,0.042553191,0,0,0,0,0,153,0.683035714,0.042553191,0.129361702,50.00724155,0.304051865,12.6244337
13101N2.cif,11.08993,9.40655,0.340148,6718.19,2.42142,0.873917,0,0.595744681,0.361702128,0.042553191,0,0,0,0,0,153,0.683035714,0.042553191,0.129361702,49.19424515,0.500579283,21.86451424
13110N2.cif,12.905,11.30363,0.537289,3121.81,1.41481,0.788735,0,0.559139785,0.301075269,0.086021505,0.043010753,2,0,0,0,145,0.697115385,0.129032258,0.409462366,28.13376508,0.321165354,11.43694833
13120N2.cif,13.74602,13.41737,0.630497,1932.92,1.07731,0.593087,0,0.582089552,0.358208955,0.059701493,0,0,0,0,0,53,0.679487179,0.059701493,0.181492537,16.47945724,0.208629042,3.840021434
13121N2.cif,21.50268,21.38819,0.477811,2263.85,1.57435,0.70941,0,0.587628866,0.371134021,0.041237113,0,0,0,0,0,153,0.671052632,0.041237113,0.125360825,27.96053088,0.268243269,7.593504366
13122N2.cif,27.83853,27.70121,0.402122,2336.28,1.95995,0.757596,0,0.6,0.392307692,0.007692308,0,0,0,0,0,105.5,0.676282051,0.007692308,0.023384615,29.83923912,0.614368235,16.68117182
13123N2.cif,17.88597,17.49977,0.584938,1943.42,1.23028,0.668593,0,0.57,0.3,0.1,0,0,0.03,0,0,80,0.701754386,0.1,0.304,21.49156398,0.252380274,6.335919339
13130N2.cif,43.9063,43.78181,0.375995,1842.67,2.19998,0.805243,0,0.575757576,0.242424242,0.03030303,0.121212121,0.25,0,0,0.03030303,178,0.780701754,0.151515152,0.509090909,15.2296941,1.113237375,15.33213157
13140N2.cif,8.1834,7.57492,1.05262,1018.49,0.486406,0.447846,0,0.363636364,0.181818182,0,0.181818182,0,0.090909091,0,0.181818182,19,0.791666667,0.181818182,0.625454545,6.112948153,0.104468915,0.899192476
13141N2.cif,14.91096,14.57188,0.765949,1517.98,0.825094,0.560259,0,0.444444444,0.222222222,0,0.111111111,0,0.111111111,0,0.111111111,37,0.770833333,0.111111111,0.382222222,13.3021956,0.280165624,4.776848007
13142N2.cif,12.71089,12.36425,0.917041,1204.53,0.633996,0.528709,0,0.428571429,0.142857143,0,0.142857143,0,0.142857143,0,0.142857143,31,0.861111111,0.142857143,0.491428571,10.16082929,0.175535086,2.582932742
13150N2.cif,22.85845,22.64663,0.594918,1711.5,1.19727,0.697785,0,0.529411765,0.352941176,0.058823529,0.058823529,1,0,0,0,70,0.648148148,0.117647059,0.381176471,21.70784317,0.424142227,11.41619759
13160N2.cif,20.10144,19.04963,0.357515,4008.37,2.32292,0.869377,0,0.571428571,0.342857143,0.076190476,0,0,0,0,0,161,0.670833333,0.076190476,0.231619048,46.77877888,0.487101881,21.15366644
13161N2.cif,19.0418,17.92977,0.398037,4040,2.07755,0.854391,0,0.571428571,0.266666667,0.076190476,0,0,0,0.076190476,0,161,0.670833333,0.152380952,0.534857143,44.03071523,0.407743751,18.23634138
13170N2.cif,25.51802,24.69244,0.309017,4128.08,2.75823,0.906642,0,0.551724138,0.287356322,0.091954023,0.045977011,2,0,0,0.022988506,135,0.703125,0.137931034,0.437701149,40.0901963,0.766403283,25.7115522
13181N3.cif,5.27018,4.18956,0.978324,1070.94,0.555256,0.501158,1,0.489795918,0.326530612,0.081632653,0.081632653,1,0,0,0.020408163,31,0.645833333,0.163265306,0.528979592,7.956261286,0.048901627,0.569776157
13190N2.cif,11.95992,11.74811,0.880317,947.138,0.63,0.394554,0,0.5,0.416666667,0.041666667,0.041666667,1,0,0,0,82,0.569444444,0.083333333,0.27,7.923876152,0.179492225,1.475514258
13191N2.cif,20.27141,19.89478,0.602487,1806.7,1.15352,0.603177,0,0.517241379,0.413793103,0.034482759,0.034482759,1,0,0,0,106,0.588888889,0.068965517,0.223448276,18.20025647,0.385277091,7.611279988
14000N2.cif,11.56182,11.13457,0.68102,2007.08,0.954803,0.585084,0,0.5,0.333333333,0.166666667,0,0,0,0,0,22,0.611111111,0.166666667,0.506666667,16.25403698,0.181258764,3.506330873
14010N2.cif,14.5452,14.30169,0.628561,2006.37,1.10392,0.630474,0,0.596774194,0.338709677,0.032258065,0,0,0.032258065,0,0,105,0.709459459,0.032258065,0.098064516,18.29453873,0.201518587,4.363809027
14020N2.cif,25.68704,25.30476,0.509823,2263,1.45407,0.685238,0,0.567567568,0.378378378,0.054054054,0,0,0,0,0,163,0.646825397,0.054054054,0.164324324,21.06614165,0.46959777,10.32253679
14030N2.cif,41.24391,41.07732,0.385723,1920.6,2.09705,0.782083,0,0.564102564,0.307692308,0.051282051,0.051282051,1,0,0,0.025641026,187,0.708333333,0.102564103,0.332307692,13.27100985,1.159107851,13.86024003
14031N2.cif,20.1365,19.92386,0.451,2859.02,1.72293,0.779198,0,0.564102564,0.307692308,0.051282051,0.051282051,1,0,0,0.025641026,187,0.708333333,0.102564103,0.332307692,33.57829753,0.413947816,14.58959347
14040N2.cif,34.3671,34.23857,0.391468,2159.23,2.03245,0.751386,0,0.483870968,0.387096774,0.064516129,0.064516129,1,0,0,0,103,0.572222222,0.129032258,0.418064516,13.71128143,1.265377468,15.24305648
14050N3.cif,13.26023,8.62197,0.394807,5191.51,2.0066,0.853166,1,0.565217391,0.434782609,0,0,0,0,0,0,49,0.628205128,0,0,38.4496066,0.559276357,21.63472082
14051N3.cif,13.27592,7.58301,0.470513,4338.33,1.65883,0.836274,1,0.44,0.4,0.08,0.08,1,0,0,0,34,0.515151515,0.16,0.5184,33.28314308,0.458106944,17.91950378
14060N2.cif,18.55947,18.12092,0.413466,3425.64,1.91155,0.735488,0,0.56097561,0.341463415,0.048780488,0,0,0.048780488,0,0,63,0.684782609,0.048780488,0.148292683,30.05721928,0.289755235,7.91061111
14070N2.cif,23.47129,23.15638,0.467273,2296.67,1.6384,0.728116,0,0.581818182,0.345454545,0.072727273,0,0,0,0,0,173,0.67578125,0.072727273,0.221090909,29.76687786,0.330201586,9.988453521
14071N2.cif,22.92074,22.66777,0.471385,2287.01,1.61664,0.720878,0,0.581818182,0.345454545,0.072727273,0,0,0,0,0,173,0.67578125,0.072727273,0.221090909,28.82699338,0.321400215,9.403674589
14072N2.cif,21.4664,20.98216,0.312968,4492.7,2.70641,0.87207,0,0.571428571,0.346938776,0.040816327,0.040816327,1,0,0,0,153,0.683035714,0.081632653,0.264489796,53.72233324,0.347741687,15.22921277
14073N2.cif,20.23652,19.93614,0.312968,4749.81,2.69554,0.866003,0,0.571428571,0.346938776,0.040816327,0.040816327,1,0,0,0,153,0.683035714,0.081632653,0.264489796,52.75868381,0.342053957,14.60906605
14080N2.cif,34.47645,34.30932,0.400887,2099.23,2.01314,0.791784,0,0.545454545,0.272727273,0.045454545,0.090909091,0.5,0,0,0.045454545,106,0.736111111,0.136363636,0.450909091,17.31940476,0.764745295,12.55720606
14090N2.cif,25.67443,25.47826,0.555688,1823.49,1.36008,0.757458,0,0.5,0.333333333,0.111111111,0.055555556,2,0,0,0,67,0.62037037,0.166666667,0.528888889,25.67191972,0.363419387,11.72925865
14091N2.cif,22.52384,22.2758,0.554271,1964.6,1.32531,0.69458,0,0.545454545,0.345454545,0.054545455,0.054545455,1,0,0,0,80,0.666666667,0.109090909,0.353454545,22.84937294,0.266887425,7.012314389
14100N2.cif,17.12286,16.83337,0.521556,2376.93,1.35425,0.643727,0,0.545454545,0.363636364,0.090909091,0,0,0,0,0,46,0.638888889,0.090909091,0.276363636,21.45008049,0.390200215,8.393317503
15010N2.cif,19.54624,19.1781,0.502473,2353.08,1.47582,0.692182,0,0.610169492,0.355932203,0.033898305,0,0,0,0,0,101,0.701388889,0.033898305,0.103050847,25.18385801,0.343940835,8.998157388
15020N2.cif,23.97144,23.07162,0.288664,5057.42,2.96102,0.88301,0,0.524590164,0.344262295,0.098360656,0.032786885,3,0,0,0,161,0.62890625,0.131147541,0.411803279,57.52341737,0.744125894,32.58846423
15021N2.cif,22.4952,21.57937,0.30371,5092.59,2.82309,0.871202,0,0.526315789,0.298245614,0.105263158,0.070175439,1.5,0,0,0,81,0.675,0.175438596,0.561403509,56.05051926,0.713224021,31.59352672
15030N2.cif,18.68522,18.38514,0.581115,1910.73,1.20238,0.642122,0,0.535714286,0.357142857,0.035714286,0.035714286,1,0,0,0.035714286,59.5,0.661111111,0.071428571,0.231428571,20.39987517,0.332099449,7.55074583
15031N2.cif,24.82664,24.58827,0.454279,2129.51,1.69922,0.738781,0,0.567567568,0.324324324,0.027027027,0.054054054,0.5,0,0,0.027027027,89.5,0.71031746,0.081081081,0.268108108,28.1907602,0.344540315,9.736430396
15040N2.cif,12.30214,12.16224,0.758374,1652.08,0.80124,0.589014,0,0.578947368,0.368421053,0.052631579,0,0,0,0,0,44.5,0.674242424,0.052631579,0.16,13.04178635,0.241385087,4.200211127
15050N2.cif,10.36567,9.89857,0.905532,1336.05,0.666304,0.51083,0,0.428571429,0.285714286,0.142857143,0.142857143,1,0,0,0,22,0.611111111,0.285714286,0.925714286,11.74919112,0.061333818,0.995640873
15060N2.cif,14.78901,14.43667,0.634104,2017.57,1.0591,0.60405,0,0.535714286,0.357142857,0.107142857,0,0,0,0,0,112,0.622222222,0.107142857,0.325714286,16.98204124,0.291990358,5.672915759
15061N2.cif,17.15189,16.83791,0.533999,2428.44,1.34895,0.662372,0,0.566666667,0.333333333,0.1,0,0,0,0,0,136,0.666666667,0.1,0.304,22.15444241,0.302938403,7.090422529
15070N2.cif,29.30552,29.1214,0.430698,2055.77,1.80906,0.73863,0,0.545454545,0.363636364,0.045454545,0.045454545,1,0,0,0,94,0.652777778,0.090909091,0.294545455,15.73336984,0.819854864,12.2566865
15071N2.cif,29.61979,29.44973,0.418586,2194.67,1.87546,0.736193,0,0.545454545,0.363636364,0.045454545,0.045454545,1,0,0,0,94,0.652777778,0.090909091,0.294545455,14.73766076,0.808405333,10.96601053
15072N2.cif,18.47163,17.39082,0.351193,4360.71,2.34686,0.850178,0,0.535714286,0.357142857,0.071428571,0.035714286,2,0,0,0,77,0.641666667,0.107142857,0.34,47.04619079,0.475720977,19.9593793
15080N2.cif,11.01506,9.25289,0.416852,4813.94,1.88643,0.824157,0,0.492307692,0.353846154,0.030769231,0.092307692,0.333333333,0,0,0.030769231,81,0.6328125,0.123076923,0.411076923,37.38549307,0.368696353,14.14419864
15081N2.cif,18.54616,17.48587,0.349547,4342.98,2.35562,0.849233,0,0.545454545,0.345454545,0.072727273,0.036363636,2,0,0,0,157,0.654166667,0.109090909,0.346181818,47.40800558,0.511475948,21.49927887
15090N2.cif,19.24813,18.19731,0.351937,4327.57,2.33644,0.849121,0,0.545454545,0.345454545,0.072727273,0.036363636,2,0,0,0,157,0.654166667,0.109090909,0.346181818,47.30914164,0.433263848,18.2955968
15091N2.cif,17.5939,16.41473,0.375894,4174.83,2.14438,0.829161,0,0.516129032,0.387096774,0.064516129,0.032258065,2,0,0,0,153,0.59765625,0.096774194,0.307096774,41.75709725,0.452377531,17.58531441
15100N2.cif,36.31333,36.15712,0.392046,2096.62,2.07603,0.768104,0,0.56,0.28,0.08,0.08,1,0,0,0,121,0.720238095,0.16,0.5184,15.35875082,0.904286241,12.4920416
15101N2.cif,22.16326,21.92551,0.681698,1503.24,1.04331,0.644635,0,0.5,0.1875,0.125,0.1875,0.666666667,0,0,0,73,0.760416667,0.3125,1.025,18.4022414,0.360465967,8.70673734
15110N2.cif,29.29451,29.11054,0.480027,1904.35,1.58595,0.745289,0,0.611111111,0.222222222,0,0.111111111,0,0,0,0.055555556,109,0.825757576,0.111111111,0.382222222,20.46326679,0.572324336,12.51474795
15111N2.cif,32.25806,32.10371,0.588294,1318.44,1.2248,0.69918,0,0.633333333,0.266666667,0,0.066666667,0,0,0,0.033333333,181,0.793859649,0.066666667,0.229333333,11.47635102,0.719467858,10.14409217
15120N2.cif,43.26834,43.14098,0.323453,2425.9,2.61083,0.829762,0,0.527272727,0.345454545,0.090909091,0.036363636,2.5,0,0,0,110.5,0.635057471,0.127272727,0.401454545,30.33151169,0.737216,17.92536815
15130N2.cif,29.36548,29.18172,0.478265,1910.59,1.59803,0.74468,0,0.611111111,0.222222222,0,0.111111111,0,0,0,0.055555556,109,0.825757576,0.111111111,0.382222222,23.63440679,0.596270255,14.9913482
15131N2.cif,34.37058,34.20786,0.399337,2085.11,2.00387,0.777067,0,0.65,0.2,0,0.1,0,0,0,0.05,133,0.852564103,0.1,0.344,17.58258352,0.723808526,11.79557053
15140N2.cif,32.2827,32.11457,0.363533,2354.28,2.18456,0.744175,0,0.545454545,0.409090909,0.045454545,0,0,0,0,0,88,0.611111111,0.045454545,0.138181818,8.917551757,1.794527861,12.93091662
15150N2.cif,15.66522,14.44901,0.388869,4071.22,2.05658,0.825554,0,0.566666667,0.333333333,0.066666667,0.033333333,2,0,0,0,185,0.680147059,0.1,0.317333333,40.93879523,0.383829001,15.06732664
15160N2.cif,7.45342,6.49041,0.980348,680.429,0.490255,0.232225,0,0.447368421,0.5,0.026315789,0.026315789,1,0,0,0,44.5,0.43627451,0.052631579,0.170526316,3.534983954,0.095728622,0.230108702
15161N2.cif,15.85081,15.35482,0.612989,1705.4,1.07875,0.515899,0,0.489361702,0.489361702,0.021276596,0,0,0,0,0,68.5,0.496376812,0.021276596,0.064680851,14.31306399,0.191261396,2.585781663
15162N2.cif,12.01319,11.57319,0.770248,1556.73,0.806079,0.549632,0,0.55,0.35,0.05,0.05,1,0,0,0,44.5,0.674242424,0.1,0.324,13.41495699,0.145886407,2.474692559
